Cycle_Number,Time_Seconds_max,Voltage_V_mean,Voltage_V_std,Voltage_V_min,Voltage_V_max,Current_A_mean,Current_A_std,Current_A_min,Current_A_max,Temperature_C_mean,Temperature_C_std,Temperature_C_min,Temperature_C_max,Capacity_Ah,Initial_Capacity_Ah,SOH_Percent,Normalized_Cycle,RUL_Cycles
31,3450.297,3.5627468180175024,0.2245337571832238,2.694621861688723,4.189110301768517,-1.8817935155260215,0.49675893020691225,-2.0193509920362724,0.0013199464372558,32.04407000314609,3.3695773679332652,24.46309712112356,38.21358592965045,1.8025980036306504,1.8564874208181572,97.09723768751648,0.04738562091503268,325
33,3429.407,3.5614521756489204,0.22859181141516516,2.64010141737067,4.18921207304098,-1.8921861285036712,0.47831759427948484,-2.0164420273602586,0.0030782527761262,31.93159367491153,3.39448136823538,24.32051139249706,38.1983618706913,1.80210690024615,1.8564874208181572,97.07078432300708,0.05065359477124183,323
35,3409.484,3.5603420474985814,0.23361517218115982,2.573903509838096,4.188899969428112,-1.9027629207037409,0.45836709562696004,-2.016465255161054,0.00090184864654,31.94165535902929,3.410138436875301,24.357321702352365,38.31926916027133,1.802579500826209,1.8564874208181572,97.09624103091468,0.05392156862745098,321
37,3390.422,3.5591189041401865,0.23939502329865417,2.4942396831720126,4.188779799856791,-1.9133470605822436,0.4370967010164596,-2.0181069603406625,-0.0004481239748701,31.96500864547673,3.4242153902176304,24.382419922756025,38.4787542519308,1.8030683142834096,1.8564874208181572,97.12257104811377,0.05718954248366013,319
39,3390.281,3.557886771846508,0.24211638521908205,2.4556793246645583,4.189272591516219,-1.9131602105481538,0.437393752193808,-2.0170254305215485,0.0023375587090041,31.966241678512723,3.4428404616047543,24.355030419469987,38.54659017774874,1.8027776247196041,1.8564874208181572,97.1069130069902,0.06045751633986928,317
42,3591.734,3.5520375235511916,0.23477782948432757,2.632142800798914,4.187614060563439,-1.8553455745575975,0.541469854476811,-2.01684718332263,0.0059551658046401,32.37143341978575,3.367045402578317,24.54942444728521,38.44749852224995,1.8470259949329195,1.8564874208181572,99.4903587398902,0.06535947712418301,314
46,3552.297,3.5525668436897124,0.24481734753047016,2.5027764692056795,4.187628781108399,-1.8746995273150973,0.5092300236214019,-2.016190951623346,0.0016182635202416,32.70024990461686,3.423475752251555,24.917503693363493,38.992275791716615,1.847417311283644,1.8564874208181572,99.51143705942721,0.0718954248366013,310
50,3531.578,3.556794038327039,0.23373891268927044,2.617507742871704,4.187447226312926,-1.8738272127883846,0.5103730187309344,-2.016760348146938,0.0025192157843694,32.32266411829938,3.4041989923052722,24.56596639952811,38.51424197364312,1.8361774213478947,1.8564874208181572,98.90599854098059,0.0784313725490196,306
54,3492.907,3.5614100044534203,0.2254499468391752,2.694074478000972,4.187344026387161,-1.883193546754683,0.49437303605838595,-2.0160230713598764,0.0037933120349866,31.98795810666763,3.4134139076577505,24.21658146702539,38.165816144899125,1.825780747577624,1.8564874208181572,98.34597999985365,0.08496732026143791,302
58,3511.594,3.5566107947817995,0.23129045070961074,2.6237674644021887,4.187438187636325,-1.873239184822504,0.5118130466075486,-2.01719076462715,0.0034388887386759,31.89445652469139,3.4456420602833346,24.05499065781757,38.16526203587147,1.8251136435078368,1.8564874208181572,98.31004632950898,0.0915032679738562,298
62,3431.9370000000054,3.5586742170266272,0.23910922447932845,2.5010798299873738,4.18774138117799,-1.9139593751505897,0.43486489663084726,-2.016114862565665,0.0012614422239159,31.78039681801023,3.45434905120893,24.024851602995685,38.27549578575718,1.825581504220376,1.8564874208181572,98.33524772367372,0.09803921568627451,294
66,3431.125,3.564103182686904,0.22432330178039428,2.68499881852498,4.188261122540052,-1.9030532722310995,0.45733623839603826,-2.016863630474281,0.0031353992245556,31.688747146342205,3.4325354988357457,23.93622764909489,37.98216079918311,1.814031127508391,1.8564874208181572,97.7130847840027,0.10457516339869281,290
70,3412.406,3.5595880635942723,0.23463255580240522,2.547109116468133,4.187338767288234,-1.9134590742247917,0.43606619958029547,-2.024643671910137,0.0011043615738374,31.596747992569153,3.4706354198378313,23.811534187517506,38.11100191887773,1.8147691941158937,1.8564874208181572,97.75284086310275,0.1111111111111111,286
74,3410.688,3.556833231052199,0.24012901309651447,2.471314764334132,4.187560306288175,-1.9136209099025532,0.4361071320744154,-2.017291134571006,-3.060676830687782e-05,31.565586498787074,3.4898223105000934,23.754765330883423,38.18831137948753,1.813969388710352,1.8564874208181572,97.70975921350077,0.11764705882352941,282
78,3410.718,3.5624410850948953,0.22531026238437626,2.6613903306108773,4.18805176248713,-1.9025819745719057,0.45861118124673544,-2.01713712589233,0.0037901043107805,31.591246670452076,3.4646523131672624,23.79410930748377,37.99854111908584,1.802765665167823,1.8564874208181572,97.10626880376819,0.12418300653594772,278
82,3392.719,3.559140710685566,0.23438290818377117,2.541762355407921,4.187667484260542,-1.913062163863896,0.43741224856988115,-2.015946028510057,0.0006901740069088,31.603485399391182,3.4921890736219945,23.80130098691845,38.194201649765226,1.8040770401173518,1.8564874208181572,97.17690623092355,0.13071895424836602,274
86,3470.672,3.5573161327793144,0.2247833797121468,2.628919415830567,4.2010701773378685,-1.9206181171184122,0.42109615164406833,-2.0167372379007014,0.0008475435827522,31.91556385491565,3.5124329149973423,23.78129749955371,38.45796400011448,1.8518025516704488,1.8564874208181572,99.74764875349149,0.13725490196078433,270
90,3414.109,3.5618707827727376,0.2235720445769143,2.6312552691827045,4.1996223345495824,-1.9298830859597569,0.3998423776454544,-2.0183057226929555,0.0011650883880798,32.081128118597164,3.396156880374485,24.2036410699716,38.49126351534004,1.8307038456739428,1.8564874208181572,98.61116348782738,0.1437908496732026,266
94,3395.219,3.5617586337260088,0.22135106202346622,2.654880745360911,4.199853323702163,-1.9293005284805402,0.40083773658767946,-2.016579511976592,0.0019472390588109,31.84979263289625,3.3849959023295315,24.00078927251757,38.31473393357882,1.8199041089501269,1.8564874208181572,98.02943389447218,0.1503267973856209,262
98,3386.0,3.5597307651083123,0.21927532436509659,2.6749688422803803,4.199103467081427,-1.9233309877703135,0.41408831051057415,-2.0193879194408373,0.0018372947715281,31.465690433362017,3.4211588441551446,23.53999092882516,37.861934640176806,1.809307963702852,1.8564874208181572,97.45867078945716,0.1568627450980392,258
102,3368.187,3.5575937553540915,0.22395378711031413,2.6159705726789904,4.199998536865001,-1.9284469980320087,0.4025003826410407,-2.015814483813837,0.0074961910680886,31.409348956650316,3.402395597932142,23.56609574757256,37.90665575786083,1.80460990458052,1.8564874208181572,97.20560906279803,0.16339869281045752,254
106,3368.266,3.5597237883937995,0.22098018003853534,2.658447162110498,4.19967522099872,-1.9231439161693828,0.415077409634907,-2.019901495893039,0.0013923748862999,31.902247475518077,3.436739888008242,23.9730227457941,38.34003238560517,1.7993770651972192,1.8564874208181572,96.92374130950107,0.16993464052287582,250
110,3358.719,3.559061771422033,0.21771514337644648,2.697942608427116,4.1991847248803165,-1.9170149640438081,0.42788671422977825,-2.016522387288751,0.0025753372180031,31.649024294808623,3.4344153777538797,23.755161868961988,38.0745950590744,1.788443233537046,1.8564874208181572,96.33478867036308,0.17647058823529413,246
114,3339.5,3.557015527748059,0.22052028075457822,2.6617272246516333,4.200012480335,-1.922048805055383,0.4167099351187299,-2.017112121704317,0.0011747056452339,31.48874626238971,3.4726866358971265,23.51454265913581,38.07252758016199,1.7829230484252725,1.8564874208181572,96.03744299218226,0.1830065359477124,242
118,3331.265,3.5562481933590964,0.21742090167721098,2.699288287625812,4.1992373656547874,-1.9162302821549881,0.4295413747370517,-2.018009988339822,0.0023816748049826,31.329995610092634,3.5143796460675425,23.27146353182613,37.80133585100446,1.7730337158018288,1.8564874208181572,95.50475246530083,0.1895424836601307,238
122,3321.188,3.553275652609179,0.22452623481021516,2.612793240883853,4.199395781118708,-1.9220800182578983,0.41787857151980856,-2.017724236336294,0.0021374370347549,31.569551201845574,3.5677770654716183,23.439367870877128,38.39873985476869,1.773037755078937,1.8564874208181572,95.50497004162604,0.19607843137254902,234
126,3321.844,3.556266431640255,0.2209674276174506,2.6637064901468075,4.199578698026071,-1.9162417890311962,0.4301544929609484,-2.016792488625222,0.0015198619580386,32.111426258867944,3.54750977491428,24.020578317587123,38.74929237918251,1.7678721106662054,1.8564874208181572,95.22672175646098,0.20261437908496732,230
130,3311.828,3.5563095420140822,0.221177339108187,2.6668454289754746,4.199546957512695,-1.9158809823517762,0.43079552667894694,-2.017255132631586,0.0018244735178706,32.271676011112376,3.5104530653299846,24.256086319320037,38.87275464755104,1.762315070409309,1.8564874208181572,94.92739086983167,0.20915032679738563,226
134,3327.391,3.558950851054106,0.22550794469395624,2.684431051981017,4.194091469340824,-1.9114406265753041,0.4406737504558938,-2.0159457514475405,0.0005228307091433,31.842291659678658,3.544022052183616,23.99270220171187,38.503541429116005,1.7676172924938447,1.8564874208181572,95.21299593373236,0.21568627450980393,222
136,3312.078,3.5534418211598053,0.2229496052893171,2.645224362345869,4.200715235801255,-1.9158166997544155,0.4305939836666456,-2.021877555086194,0.0024271068866283,31.759815453754253,3.466096319188101,23.826487051861594,38.27009094548294,1.7626683597431472,1.8564874208181572,94.9464208578551,0.21895424836601307,220
140,3293.172,3.5510121537420285,0.22162013542434292,2.6603527244917,4.1990980807180325,-1.9151304155635374,0.4316514819228712,-2.0169903181968984,0.0006158711833322,31.41911167391793,3.5370232546674534,23.348558306380397,38.11684755251712,1.7517304870664143,1.8564874208181572,94.35725054869609,0.22549019607843138,216
144,3275.328,3.551317608213948,0.21932074696010598,2.6926849789916263,4.199398534411534,-1.9148485784393636,0.43293282030918323,-2.016185456554963,0.0008035192993614,31.331626572312267,3.543686044860821,23.23621418856597,38.04152715355532,1.7418496047960008,1.8564874208181572,93.82501520146927,0.23202614379084968,212
148,3265.016,3.549003180550162,0.22144629488934336,2.670544734728978,4.199122915612965,-1.9144128654409127,0.4334053453936525,-2.0170647431651068,0.0014889451776809,31.359341314251374,3.5860236156542165,23.214801785728056,38.17980302242767,1.7360913511847138,1.8564874208181572,93.51484592444021,0.238562091503268,208
150,3328.937,3.559764834095517,0.22722748069200946,2.605158060541757,4.190409478081396,-1.9388813849818083,0.3777947502840273,-2.0168134548386294,0.0024931147123922,34.31088483888259,3.335979792723137,26.647373946169797,40.71218198711114,1.7936240148573606,1.8564874208181572,96.61385230754256,0.24183006535947713,206
154,3329.266,3.5623454342368555,0.22227391812377567,2.672012007453096,4.199933846791869,-1.927509725704535,0.4046355296077637,-2.0165540953857675,0.0028589701045215,33.43585640373787,3.380560659322202,25.69911743242072,39.88526123315293,1.7831890223273277,1.8564874208181572,96.0517697201241,0.24836601307189543,202
158,3301.579,3.558336657621618,0.22147695346051394,2.674271233724938,4.199365021329158,-1.9267185977839403,0.4061642245882445,-2.022483480851903,0.0012369720338688,32.66698125020078,3.4155521499085415,24.83328108182313,39.18287352945846,1.7673642076278957,1.8564874208181572,95.19936347583842,0.2549019607843137,198
162,3283.563,3.554013138622869,0.22473746346279844,2.6309416727017187,4.19902365945384,-1.9261308349663748,0.4074242751781163,-2.016804145903712,0.0027115029184951,32.284234086913976,3.4822608264147257,24.361616832363048,38.95156480403077,1.7570177850353066,1.8564874208181572,94.64205172265513,0.26143790849673204,194
166,3275.125,3.552376095886298,0.22236358329078526,2.6629725743154204,4.199432142144215,-1.9202346781375208,0.42078135455068144,-2.0172800396238526,0.0031272458314235,32.00739178780946,3.5164907605277183,24.019157444608588,38.607510759873634,1.7468706179837905,1.8564874208181572,94.09547290193551,0.2679738562091503,190
170,3265.656,3.549618661283733,0.2265473925870853,2.612942119873717,4.199640922827531,-1.9201011498853633,0.4212115321958241,-2.0159193745006387,0.0012894534058489,32.063870718860564,3.5707421872859864,24.00664649428476,38.920359903369054,1.7417172507457144,1.8564874208181572,93.81788592880078,0.27450980392156865,186
174,3266.093,3.54938103086703,0.22676974984008738,2.615719844266148,4.199305653118061,-1.914427810545647,0.4334804812938982,-2.020605919573001,0.0010352326876111,32.43754560319043,3.6074428921842974,24.328038456694348,39.23273115358871,1.7364225056478184,1.8564874208181572,93.53268361401415,0.28104575163398693,182
178,3257.594,3.5472118680418956,0.22592973190368726,2.6287695472774453,4.198949734540481,-1.908340706503589,0.4460659525542235,-2.017554048083073,0.0021414406216503,32.16809876635083,3.5681833892432055,24.121591093765637,38.9649270684008,1.7263217239235826,1.8564874208181572,92.98860334657101,0.2875816993464052,178
182,3248.593,3.5467052098640246,0.22293092024176614,2.6655106679421823,4.19834220599025,-1.902207182631691,0.45818444187146673,-2.016416703030436,0.0017702200905978,32.05752645824972,3.5855531376121648,23.971565610462942,38.83927283461771,1.715806538933013,1.8564874208181572,92.42220117908766,0.29411764705882354,174
186,3238.766,3.544629653883431,0.22473587665672462,2.650495153350403,4.198995776266302,-1.9020484449938708,0.45891308926795615,-2.0170229987437884,0.0014307662327893,31.97592092807272,3.618946439440155,23.83541998401671,38.82796377704433,1.7105333511351921,1.8564874208181572,92.13816005181211,0.3006535947712418,170
190,3240.14,3.5436291614253195,0.22548872600732622,2.643236235233877,4.19916986492694,-1.896490767906236,0.4701918636452336,-2.016783933430818,0.0049011998067657,32.21689335291319,3.686251549298293,23.956923878018035,39.14007944734004,1.7060144996485207,1.8564874208181572,91.89475137389712,0.30718954248366015,166
194,3230.109,3.5444946147995253,0.2253556397249943,2.656450207001938,4.199246833083063,-1.895971437908019,0.470704689176496,-2.0199829306240717,0.0017964242690772,32.55632993697177,3.592844926367007,24.465118009505925,39.349611598028886,1.7003110272642588,1.8564874208181572,91.587532896664,0.3137254901960784,162
198,3229.7810000000027,3.5409201846556857,0.22792324279312096,2.626177688152069,4.19925518864016,-1.8899648799839273,0.48162375811158176,-2.016448312230377,0.0048990136261112,32.40048085325998,3.63141127661591,24.267851748683743,39.29444535878087,1.6945798601797895,1.8564874208181572,91.27882263985313,0.3202614379084967,158
202,3212.469,3.541195668799061,0.22571944550735534,2.6582230344240045,4.199610827671791,-1.8893703824420507,0.4829576561026728,-2.026465491633473,0.0024344067431928,32.29371860868794,3.6428134672864,24.14386556947967,39.10487658009542,1.6849029086609288,1.8564874208181572,90.75757205607077,0.32679738562091504,154
206,3213.219,3.540671044783382,0.2223277058672856,2.695100237338448,4.1994453812630566,-1.877688324343142,0.5036968499774823,-2.017330650607364,0.0014513205321675,32.13607144806779,3.660158527665445,23.93408558388468,39.0462609369598,1.6744741591159715,1.8564874208181572,90.19582574806932,0.3333333333333333,150
210,3203.578,3.5376048790268775,0.22780350151637904,2.639091813583503,4.198991968341307,-1.8831065986697755,0.4943331421972538,-2.02257876070347,0.0059339984616673,32.38268549723498,3.7441434960441113,24.08059534182364,39.398032192832,1.6745692479879102,1.8564874208181572,90.20094772578231,0.33986928104575165,146
214,3195.125,3.538422485261741,0.22478623561389147,2.6857210282450983,4.197785116892181,-1.876359921441716,0.5052459745361099,-2.0158674131052456,0.0034449440902895,32.308999514276366,3.578853126208713,24.428816535813286,39.10678394120843,1.6637163759814053,1.8564874208181572,89.61635599169333,0.3464052287581699,142
216,3195.312999999994,3.53928626988912,0.22405053018605134,2.69017866510873,4.201331130571617,-1.8709550260104437,0.5151556922537975,-2.016878594815316,0.0012286208011475,32.56636929496716,3.7041499205150656,24.3288116844709,39.44448954135193,1.6590138687482459,1.8564874208181572,89.3630546668135,0.34967320261437906,140
220,3186.297,3.533690170241391,0.22875214978625077,2.639895313359579,4.199339974904826,-1.870559986828954,0.5157546970961462,-2.019019155129933,0.0006759557151863,32.465429517518345,3.768708233530127,24.124885387020974,39.509602016775695,1.6538540573335017,1.8564874208181572,89.08512057704357,0.3562091503267974,136
224,3176.438,3.534367734544494,0.22434241853957942,2.68991452927918,4.198916244859707,-1.8640049795794804,0.5263135506152928,-2.0179820220655023,0.0017286665299136,32.347056454418095,3.7742095759552106,23.980294072799666,39.33486536224533,1.6426537821301308,1.8564874208181572,88.48181591266643,0.3627450980392157,132
228,3167.593,3.5312941932103548,0.22742872815983034,2.65935818848874,4.198537488587242,-1.8636932149873204,0.527087829798622,-2.0158401305926343,0.0008822013179447,32.371538940646154,3.804009748084428,23.969183667109306,39.43723270017243,1.6378578430223698,1.8564874208181572,88.22348186450749,0.369281045751634,128
232,3167.719,3.5309134771684274,0.22708128337573094,2.6657030585650423,4.198943932259475,-1.8578203963019067,0.5368188730291542,-2.0192083553177325,0.0032196054196979,32.45549347979197,3.812411680873902,24.037074564457946,39.51375235624076,1.6327350407099108,1.8564874208181572,87.94754127611388,0.3758169934640523,124
236,3159.077999999994,3.5287226893409898,0.22961127624328642,2.642986759012803,4.199579806494986,-1.8572160981955346,0.5374001902211297,-2.017754065523427,0.0023292227087573,32.50017194695606,3.8277055188123743,24.074008046047823,39.60170302810528,1.627752891553362,1.8564874208181572,87.67917699307698,0.38235294117647056,120
240,3148.829,3.52625493581969,0.23107659118833662,2.631116911889304,4.198782234828033,-1.8568340008006832,0.5383160191069417,-2.016206764491147,0.0036382151418645,32.50100298369444,3.8553206240620916,24.043536678896334,39.68746359758208,1.622125485521159,1.8564874208181572,87.37605584239755,0.3888888888888889,116
244,3149.094,3.528684324337005,0.22510578697122244,2.696157404617167,4.19910517813207,-1.844888650021881,0.5567437022145733,-2.018425729441905,0.0024093430745418,32.4728927422438,3.8373604523036193,24.007622451152475,39.53535075538898,1.6113256603765849,1.8564874208181572,86.79432148624367,0.3954248366013072,112
248,3140.547,3.525556939424901,0.2281397131118501,2.6667596238241567,4.198510853141954,-1.8444180038305806,0.5575503803894236,-2.0200094988659028,0.0018183081167425,32.50480154634882,3.8698847698092584,23.99346277596251,39.6502371632164,1.6065631397488385,1.8564874208181572,86.53778753000239,0.4019607843137255,108
252,3131.625,3.522680564679373,0.2308516858920293,2.6403185448373043,4.198732430468704,-1.8438790389835118,0.558258177729594,-2.0160906793454063,0.002394554712978,32.51218336210202,3.891619549464356,23.977316018708777,39.69929058154853,1.6015142233917594,1.8564874208181572,86.26582682073706,0.4084967320261438,104
256,3121.907,3.524673458789008,0.22588557047078103,2.69892986372897,4.198799630396931,-1.83711254029409,0.5679295356339377,-2.017218805788003,0.0034591794789042,32.45692821941515,3.87660309211252,23.92726467831658,39.56076309770468,1.590369231400328,1.8564874208181572,85.66549999565575,0.4150326797385621,100
260,3122.125,3.5213155754526824,0.22872630381164735,2.6682466504352997,4.198753541225669,-1.8315957075983758,0.576708827556922,-2.017576881832417,0.0029115539788594,32.447059186431154,3.9085500116156635,23.878754027011198,39.63708096307912,1.5857889968242211,1.8564874208181572,85.41878490754121,0.4215686274509804,96
264,3121.672,3.5180338648646203,0.2315266221210441,2.6479207279724903,4.200309982421394,-1.8311195242792309,0.5767399739087573,-2.0163186530776205,0.0016912873756319,32.328896549662595,3.85521168386497,23.90454749592773,39.43977047692484,1.5849430707374117,1.8564874208181572,85.3732189598637,0.42810457516339867,92
266,3120.86,3.5236841955396794,0.2295228480555253,2.6741633856529066,4.201124089732316,-1.8432799764914718,0.5590382516984779,-2.016322017667326,0.0031344620126884,32.844884753601065,3.7987370071445583,24.47294963967077,39.83902225625452,1.5955263892495934,1.8564874208181572,85.94329115068511,0.43137254901960786,90
270,3103.828,3.519146638240668,0.22754368748819678,2.6892528956736257,4.198150316653697,-1.829798505957538,0.5781334853154986,-2.016058383461316,0.0022149158304022,32.31731555011648,3.869971459659895,23.81400684876703,39.41794949618613,1.574730174780104,1.8564874208181572,84.82309964083234,0.43790849673202614,86
274,3095.094,3.516233648608237,0.22767764621364026,2.688809122993162,4.198524048997099,-1.8236746835609148,0.5877660020442549,-2.0176016183677974,0.0026959062866318,32.06376130177751,3.9497881090834994,23.405971076202263,39.262781682151214,1.5649019950937944,1.8564874208181572,84.29370312695895,0.4444444444444444,82
278,3095.781,3.514773138461639,0.22881905875103636,2.6743555987897745,4.198840869468569,-1.8176720770210877,0.5961114455245331,-2.018404141903304,0.0025925671672866,32.21997626855924,3.985928703128095,23.504268200620626,39.47237839941986,1.5597659473370362,1.8564874208181572,84.01704907053153,0.45098039215686275,78
282,3094.328,3.5132992979150073,0.23177314415834102,2.6430294964336345,4.198119631667182,-1.8179238657973993,0.5961445220961886,-2.016777852675889,0.0015197601976623,32.7120225448885,4.0036713952890075,23.98624197921992,40.03754146951368,1.5594815668184234,1.8564874208181572,84.00173086716404,0.45751633986928103,74
286,3086.531,3.514484830704665,0.23095886806963895,2.6584858447131823,4.198320288264955,-1.8171606739096455,0.5970349702033855,-2.019500858990014,0.0053758117379334,32.94502214735569,3.9482168596298264,24.332016492731967,40.14273016201157,1.55468935359061,1.8564874208181572,83.74359751414075,0.46405228758169936,70
290,3085.625,3.5109677353595243,0.2333075165146959,2.629782173759164,4.1980467610750285,-1.8110297241968543,0.6051581383309778,-2.025028692484549,0.0012996959200754,32.857549597381336,3.9748958567462336,24.210935532035016,40.1165626728546,1.5488741079890418,1.8564874208181572,83.43035835418966,0.47058823529411764,66
294,3067.203,3.5109358749578012,0.2310865970563567,2.6622967647315545,4.199047008209673,-1.8094435644526072,0.6069013859029624,-2.017188769565156,0.0036542472558787,32.629663328789654,3.9571032067005882,24.000424305912805,39.87503330866132,1.538236598942558,1.8564874208181572,82.85736718133293,0.477124183006536,62
298,3058.157,3.5093930982174153,0.22920883095192374,2.682380966742509,4.197669918520713,-1.802653733144349,0.6156468293908699,-2.0203529496154493,0.0013741929346254,32.379859014262976,3.994278503257553,23.66809609847637,39.61961987024145,1.527914258251028,1.8564874208181572,82.30135260370757,0.48366013071895425,58
302,3058.812,3.5066782411556563,0.2328002385953969,2.640189476892272,4.197600624105256,-1.8031542757366414,0.6157219031334108,-2.016749317444538,0.0020536118932937,32.68215852457038,4.06761638571532,23.845674209557423,40.067324667444815,1.5285252629756445,1.8564874208181572,82.33426447360578,0.49019607843137253,54
306,3058.578,3.5109885623008097,0.22833295520299812,2.693769409137257,4.197985718630326,-1.7965666438696486,0.6234851437507704,-2.016964364118414,0.0022338210190657,32.99387423636739,4.014427615224503,24.23969113753901,40.24716716520102,1.522647325284378,1.8564874208181572,82.01764839394089,0.49673202614379086,50
310,3049.328,3.510305462695178,0.22846049187380504,2.695787450704935,4.198164128530042,-1.7959771394311954,0.6242659960184778,-2.017715447411052,0.0029663849324865,33.045397072111655,4.021693159548486,24.30453859448875,40.30253125568348,1.5174859938489869,1.8564874208181572,81.73963242800902,0.5032679738562091,46
313,3177.219,3.5222215314850214,0.23489696038406,2.6920548172137724,4.222920057935785,-1.8229169917572352,0.5889299654441854,-2.017087516284557,0.0015450426899526,32.856295641052824,3.986975518506745,24.112523495131093,40.09418103142496,1.6058188991306592,1.8564874208181572,86.4976988868027,0.5081699346405228,43
316,3082.937,3.516349215433127,0.2346082257595717,2.629071246219689,4.200423045909808,-1.8294275689587538,0.5799206922442277,-2.0177115857667665,0.0029495288044011,33.33950238056361,3.9343175903209384,24.719311536144843,40.52238496316615,1.5638491446744425,1.8564874208181572,84.23699116610504,0.5130718954248366,40
320,3074.266,3.5134397623234963,0.23373674328687408,2.631343871050918,4.198372063670128,-1.816317296828028,0.5976282910241005,-2.0160877086861952,0.0016903309192767,33.35156485472646,3.95769111230707,24.73538913848975,40.56886357314186,1.5480915247767786,1.8564874208181572,83.38820438085877,0.5196078431372549,36
